"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Li Z.; Zhong S.; Lin L.","Li, Zhen (57191702275); Zhong, Shisheng (55612138700); Lin, Lin (57191043908)","57191702275; 55612138700; 57191043908","Aeroengine after-maintenance performance prediction based on simplified mixed takagi-sugeno model","2018","Journal of Aerospace Information Systems","15","7","","450","461","11","4","10.2514/1.I010626","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049368390&doi=10.2514%2f1.I010626&partnerID=40&md5=b10b5c5adddb936678cb68ebfd44dfe4","Article","Final","","Scopus","2-s2.0-85049368390"
"Shi S.; Sun S.; Ma S.; Zou X.; Qian Q.; Liu Y.","Shi, Siqi (55513668300); Sun, Shiyu (57861012300); Ma, Shuchang (57827929000); Zou, Xinxin (57216924184); Qian, Quan (23394060600); Liu, Yue (55742098500)","55513668300; 57861012300; 57827929000; 57216924184; 23394060600; 55742098500","Detection Method on Data Accuracy Incorporating Materials Domain Knowledge; [融合材料领域知识的数据准确性检测方法]","2022","Wuji Cailiao Xuebao/Journal of Inorganic Materials","37","12","","1311","1320","9","10","10.15541/jim20220149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146956992&doi=10.15541%2fjim20220149&partnerID=40&md5=cbfe5ff3670f7c3dfb6426cb7d8b9180","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85146956992"
"Böttcher M.; Fuchs A.; Leichsenring F.; Graf W.; Kaliske M.","Böttcher, Maria (57222024023); Fuchs, Alexander (57218827479); Leichsenring, Ferenc (56646137100); Graf, Wolfgang (25822409800); Kaliske, Michael (7003712085)","57222024023; 57218827479; 56646137100; 25822409800; 7003712085","ELSA: An efficient, adaptive Ensemble Learning-based Sampling Approach","2021","Advances in Engineering Software","154","","102974","","","","9","10.1016/j.advengsoft.2021.102974","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100989962&doi=10.1016%2fj.advengsoft.2021.102974&partnerID=40&md5=842ade20ab4d1b81e56452b1b1a086d2","Article","Final","","Scopus","2-s2.0-85100989962"
"Haider S.W.; Brink W.C.; Buch N.","Haider, Syed Waqar (7102816328); Brink, Wouter C. (55924005500); Buch, Neeraj (7006975106)","7102816328; 55924005500; 7006975106","Local calibration of flexible pavement performance models in michigan","2016","Canadian Journal of Civil Engineering","43","11","","986","997","11","5","10.1139/cjce-2015-0556","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994750594&doi=10.1139%2fcjce-2015-0556&partnerID=40&md5=c8bc4020a2436726ccb0920cb0ca8ce4","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84994750594"
"Valov P.; Guo J.; Czarnecki K.","Valov, Pavel (57190745047); Guo, Jianmei (55550120500); Czarnecki, Krzysztof (6603948729)","57190745047; 55550120500; 6603948729","Empirical comparison of regression methods for variability-aware performance prediction","2015","ACM International Conference Proceeding Series","20-24-July-2015","","","186","190","4","27","10.1145/2791060.2791069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982833647&doi=10.1145%2f2791060.2791069&partnerID=40&md5=06c071a0c1ea3fc95080571792b8b83b","Conference paper","Final","","Scopus","2-s2.0-84982833647"
"Guo J.; Czarnecki K.; Apel S.; Siegmund N.; Wasowski A.","Guo, Jianmei (55550120500); Czarnecki, Krzysztof (6603948729); Apel, Sven (8725218400); Siegmund, Norbert (25825645900); Wasowski, Andrzej (6602554078)","55550120500; 6603948729; 8725218400; 25825645900; 6602554078","Variability-aware performance prediction: A statistical learning approach","2013","2013 28th IEEE/ACM International Conference on Automated Software Engineering, ASE 2013 - Proceedings","","","6693089","301","311","10","157","10.1109/ASE.2013.6693089","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893573453&doi=10.1109%2fASE.2013.6693089&partnerID=40&md5=cec09a6e22520edcbcbf3c9f87435b1e","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84893573453"
"Sarkar A.; Guo J.; Siegmund N.; Apel S.; Czarnecki K.","Sarkar, Atri (57197756994); Guo, Jianmei (55550120500); Siegmund, Norbert (25825645900); Apel, Sven (8725218400); Czarnecki, Krzysztof (6603948729)","57197756994; 55550120500; 25825645900; 8725218400; 6603948729","Cost-efficient sampling for performance prediction of configurable systems","2016","Proceedings - 2015 30th IEEE/ACM International Conference on Automated Software Engineering, ASE 2015","","","7372023","342","352","10","122","10.1109/ASE.2015.45","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963815450&doi=10.1109%2fASE.2015.45&partnerID=40&md5=71ca63c6251026190356682a97c06917","Conference paper","Final","","Scopus","2-s2.0-84963815450"
"Grebhahn A.; Rodrigo C.; Siegmund N.; Gaspar F.J.; Apel S.","Grebhahn, Alexander (42161301000); Rodrigo, Carmen (25028647200); Siegmund, Norbert (25825645900); Gaspar, Francisco J. (6604020629); Apel, Sven (8725218400)","42161301000; 25028647200; 25825645900; 6604020629; 8725218400","Performance-influence models of multigrid methods: A case study on triangular grids","2017","Concurrency and Computation: Practice and Experience","29","17","e4057","","","","16","10.1002/cpe.4057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011324301&doi=10.1002%2fcpe.4057&partnerID=40&md5=10d0286c45d08574b3bfc7036bf025a6","Conference paper","Final","","Scopus","2-s2.0-85011324301"
"Liu L.; Yang C.; Lin J.; Xiang H.","Liu, Lin (58626179600); Yang, Chunming (56043849300); Lin, Jiazhe (57195401493); Xiang, Honghui (54881472200)","58626179600; 56043849300; 57195401493; 54881472200","Missile Aerodynamic Coefficient Prediction Through Deep Metric Learning; [基 于 深 度 度 量 学 习 的 导 弹 气 动 系 数 预 测]","2024","Nanjing Hangkong Hangtian Daxue Xuebao/Journal of Nanjing University of Aeronautics and Astronautics","56","5","","950","959","9","0","10.16356/j.1005-2615.2024.05.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209402506&doi=10.16356%2fj.1005-2615.2024.05.018&partnerID=40&md5=3af86ac8ea19ba4b3dcce9edb0d88cc0","Article","Final","","Scopus","2-s2.0-85209402506"
"Wu Z.; Chen X.; Mao Y.; Li E.; Zeng X.; Wang J.-X.","Wu, Zhe (57226059559); Chen, Xia (57226380855); Mao, Yufeng (56707975000); Li, Enhui (57190005702); Zeng, Xianghua (57139205400); Wang, Ji-Xiang (56708315800)","57226059559; 57226380855; 56707975000; 57190005702; 57139205400; 56708315800","A deep learning algorithm with smart-sized training data for transient thermal performance prediction","2022","Case Studies in Thermal Engineering","39","","102420","","","","7","10.1016/j.csite.2022.102420","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138470859&doi=10.1016%2fj.csite.2022.102420&partnerID=40&md5=a59e86a4b3bea7ca0530a1b69fb25910","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85138470859"
